PID,SID,ID,EID,ESID,NAME,NAME_SI,NAME_TA
1,1,2,1,1,Western,බස්නාහිර,மேற்கு
1,2,3,2,2,Central,මධ්‍යම,மத்திய
1,3,4,3,3,Southern,දකුණු,தெற்கு
1,4,5,4,4,Northern,උතුරු,வடக்கு
1,5,6,5,5,Eastern,නැගෙනහිර,கிழக்கு
1,6,7,6,6,North-Western,වයඹ,வட ‍மேற்கு
1,7,8,7,7,North-Central,උතුරු මැද,வட மத்திய
1,8,9,8,8,Uva,ඌව,ஊவா
1,9,10,9,9,Sabaragamuwa,සබරගමුව,சபரகமுவ
